,place_id,name,business_status,formatted_address,price_level,rating,types
1112,ChIJ5W2-NAQvdTERtQdrVDPD3wM,MaChiCo - Cách Mạng Tháng 8,OPERATIONAL,"781 Đ. Cách Mạng Tháng 8, Phường 6, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
1113,ChIJ1yGudQMvdTERdjPazj7cI34,H - COFFEE,OPERATIONAL,"283/1 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
1114,ChIJFyO_DT8vdTER4XCYrN-lJuY,Coffee 609,OPERATIONAL,"609c Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
1116,ChIJfThG-CQvdTERROrfBC6Jlu0,Cà Phê Tân,OPERATIONAL,"199 Đ. Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']"
1117,ChIJ91VaG9IudTERtq5wRJheBuE,Cafe Thuy Truc garden,OPERATIONAL,"Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.9,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
1118,ChIJM1K-VLkvdTERhU71Ab_rkAs,Coffee Day,OPERATIONAL,"436/24 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
1119,ChIJo3yBQdsvdTERFpJVBBR3h6M,Bo’ Cafe & Drinks,OPERATIONAL,"590 8 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']"
1127,ChIJhVP6F8wvdTERRHAyYLyouv4,Legend Coffee,OPERATIONAL,"87A Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']"
1128,ChIJvVHbH2kvdTERN8unEsKnTZQ,Caf É Essentials,OPERATIONAL,"93 Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,3.6,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
1129,ChIJ9aCCMTQvdTERjsbt7tlYld8,GUTA CAFE - 199 CMT8,OPERATIONAL,"199 Đ. Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam",2.0,4.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
1130,ChIJ8YZUSvIvdTERomRRO09UuQU,Day Dreams Yugioh Coffee,OPERATIONAL,"648 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']"
1133,ChIJj3EW4ywvdTERHOaT_mQZogQ,Cà Phê Muối Chú Long,OPERATIONAL,"194 Đ. Cách Mạng Tháng 8, Phường 12, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,2.9,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
1135,ChIJC3uopswudTERPFHxZTyW_TA,TikTak - Trà sữa & Trà đào,OPERATIONAL,"320/497 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']"
1136,ChIJ6U6o1NQvdTERFSQNS09LGtA,Robica Coffee,OPERATIONAL,"277b Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
1138,ChIJf9iy2-UvdTERZS_6pwX7EYc,Lộc Phát 199,OPERATIONAL,"199/3 Đ. Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']"
1139,ChIJgfoV2q8vdTERXg3JiOxqBAs,The Alley,OPERATIONAL,"409 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",2.0,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']"
1142,ChIJw1C8-s0vdTER6nwHoce1M0k,Fashion Shop Ngọc Vy,OPERATIONAL,"435 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1143,ChIJZQS6DSgvdTERFoj97ui-MFk,Shop EA,OPERATIONAL,"250 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1144,ChIJNyCpftEudTER-z3aGBpWGxk,Shop Thời Trang Gpt,OPERATIONAL,"512 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.4,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1145,ChIJ6-2_Q9EudTERnXjmT6KTUWk,Công Ty Tnhh Mtv Thời Trang Kapo - Shop Thời Trang Kapo,OPERATIONAL,"468 Đ. Cách Mạng Tháng 8, Phường 11, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.6,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1146,ChIJ-evxGlwvdTER_xx7vvgcbeM,Heli Store - Dickies Việt Nam,OPERATIONAL,"575/21 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.9,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1147,ChIJk_jMV7QvdTER6VzVe74roJY,THE MOON UNISEX,OPERATIONAL,"412 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1148,ChIJo9qLP2EvdTERznimGRtF6Ao,Sờn Boutique,OPERATIONAL,"590/E13 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,4.9,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1151,ChIJba4IZ7ovdTERh7HFuX8mowk,Rich Store,OPERATIONAL,"656 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1152,ChIJf7GE1okvdTERVxApPxWPO4g,SHOP PHẠM TUẤN HIỆP,OPERATIONAL,"336 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1153,ChIJZ9T-MlUvdTERatvwMANjUU0,THE GMEN STORE,OPERATIONAL,"629 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1154,ChIJQ38zDigvdTER4hiBOt3LYjM,Milano Store,OPERATIONAL,"381 Đ. Cách Mạng Tháng 8, P.13, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",,4.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1155,ChIJ3e9Co80udTERQu-1u0USiy0,Shop Thời Trang Nữ Ngọc Quyên,OPERATIONAL,"753 Đ. Cách Mạng Tháng 8, Phường 6, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,3.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1156,ChIJzfGSNNEudTER47MlKFyW_nE,Katus Store,OPERATIONAL,"1036/25 Đ. Cách Mạng Tháng 8, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",,4.3,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1157,ChIJc8pQAC0vdTERXaTWx8qIF40,Phenomenal.bb,OPERATIONAL,"36, Đ. Đỗ Thị Lời/436/36 Đ. Cách Mạng Tháng 8, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.7,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1158,ChIJbwmouNcudTERJ-VE1NcUJAE,Mr. li shop,OPERATIONAL,"615 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1159,ChIJv--Nu1IvdTERBmjl0ITs8HE,Hí Shop,OPERATIONAL,"62 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,0.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1160,ChIJiabJeIUvdTEROtPuOckDNVg,CƯƠNG Store - CMT8 - HCM,OPERATIONAL,"397 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1162,ChIJv5HyGNEudTER6FkM-jFKzQ4,PT2000,OPERATIONAL,"603 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.2,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1165,ChIJ19K8l-4vdTER3aYoERYukSU,RẬP Cách Mạng Tháng Tám,OPERATIONAL,"130A Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1166,ChIJ4Vg3FiYvdTERwsOPiw1qz6w,Thời trang công sở K&K Fashion CMT8,OPERATIONAL,"132A Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.2,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1168,ChIJl17sw9cudTERmt_WolEt12Q,THỜI TRANG =Z=,OPERATIONAL,"318 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,3.3,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1169,ChIJ75WMNqIvdTERncB7J3M2jHY,X70.NEW - Spring Seventy,OPERATIONAL,"777 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1170,ChIJzXUadLIvdTERzFVHONbVnnA,Đầm ngủ Hatu,OPERATIONAL,"492 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,3.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1171,ChIJFXtn4dcudTERz88I09T4smc,HAI fashion,OPERATIONAL,"389B Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
1174,ChIJ7WhGbHEvdTER99AMDdieVBk,FM Style 274 Cách Mạng Tháng 8,OPERATIONAL,"274 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 72400, Vietnam",,4.5,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1175,ChIJ_9SgbugvdTEROe0cFmOjNa8,OOTD Store Bigsize Quận 10,OPERATIONAL,"571B Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.3,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1176,ChIJLfAIr9cudTERfifs7cWrO2A,Fashion Da Màu,OPERATIONAL,"356c Đ. Cách Mạng Tháng 8, Phường 10, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1177,ChIJZT-oP9UvdTERy1eUCWu9c-0,Sop X88,OPERATIONAL,"318 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.5,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1178,ChIJDRKqaY8vdTERmmoZLwBNvHg,L'JIN STORE,OPERATIONAL,"531E Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,3.5,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1179,ChIJyRc4VSovdTERxkFVBiwYIig,FOR HER SHOP,OPERATIONAL,"206B Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,4.6,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1180,ChIJYVLEjj8vdTERkhbT1DkIl54,SHOP À CÔTÉ,OPERATIONAL,"463B/6G Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1181,ChIJH1pJdigvdTERoD2QneKfMcc,Wonder House,OPERATIONAL,"305 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.1,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1182,ChIJzaAE24QvdTER5cK-t4zcKI4,RUZA - Cách Mạng Tháng 8,OPERATIONAL,"535 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",,0.0,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1183,ChIJvyWgj1YvdTERVGQeVmCRy_s,HERO STORE,OPERATIONAL,"571/1E Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",,0.0,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1185,ChIJ1XYSYVQvdTERBjezGQtnth0,Tiệm Cắt Tóc Nam PHƯƠNG,OPERATIONAL,"Hẻm 285/164, Đ. Cách Mạng Tháng 8, Thành phố Hồ Chí Minh, 700000, Vietnam",,0.0,"['hair_care', 'health', 'point_of_interest', 'establishment']"
1188,ChIJi-qhSNEudTERB139a8KuKKI,Hair Salon Đông Du,OPERATIONAL,"595/19 B CMT8 P.15 Q.10, Thành phố Hồ Chí Minh, Vietnam",,3.8,"['hair_care', 'health', 'point_of_interest', 'establishment']"
1192,ChIJOUnqwiIpdTERs1KJ1WqpLqk,Sweeney Todd Barber Shop - Tiệm Đầu lâu,OPERATIONAL,"ĐỐI DIỆN 457/75, Đ. Cách Mạng Tháng 8, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",,4.9,"['hair_care', 'health', 'point_of_interest', 'establishment']"
1196,ChIJnegXezQvdTERWlpAhZLQB-k,The Cut Station CMT8,OPERATIONAL,"894 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",,4.6,"['hair_care', 'health', 'point_of_interest', 'establishment']"
1206,ChIJOZulw3AvdTEReKx6WHQG8YI,Gcuts Barbershop,OPERATIONAL,"283/48 Đ. Cách Mạng Tháng 8, Phường 12, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",,4.8,"['hair_care', 'health', 'point_of_interest', 'establishment']"
1208,ChIJLZknflQvdTER3ABxtFg4MM4,NT Hồng Nails,OPERATIONAL,"493/17b Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
1215,ChIJv1kf8nAvdTER7WPcIKyP5BI,namperfume CMT8,OPERATIONAL,"45-47 Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,4.9,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
1220,ChIJCZzYtmgvdTERwyH9zz_eK_E,Good gas,OPERATIONAL,"531 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.3,"['point_of_interest', 'store', 'establishment']"
1221,ChIJpaDE9EAvdTERfcEaU3L4QaE,BẾP NHÀ TRÂM,OPERATIONAL,"595 Đ. Cách Mạng Tháng 8, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,4.3,"['grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']"
1242,ChIJYYnFggAvdTERzbajnZgENoM,Siêu Thị Chính Hãng Giá Rẻ,OPERATIONAL,"463b/49 Đ. Cách Mạng Tháng 8, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
1245,ChIJ5dpKvFcvdTERIMWVWvkn-n0,Mela Gourmet,OPERATIONAL,"240 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
1246,ChIJAUF1XrIvdTERbXD9yiC2wDM,Công Ty Cổ Phần Toà Nhà Thông Minh,OPERATIONAL,"134/1/30 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,5.0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
1250,ChIJQ0Z7xbYvdTER3MZai3v6WfE,Siêu thị thiên văn sài gòn,OPERATIONAL,"240/2 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,3.3,"['point_of_interest', 'store', 'establishment']"
1251,ChIJ_RCJ4OkvdTERTfR5Kc5qR2E,Cân tiểu ly điện tử - sieuthikts.com,OPERATIONAL,"240/2 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,3.8,"['electronics_store', 'store', 'point_of_interest', 'establishment']"
1252,ChIJeTJp2jovdTERbUwNI7BW43A,Siêu thị Mẹ bầu và Em bé KidsPlaza Cách mạng tháng 8,OPERATIONAL,"264 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",,4.4,"['store', 'point_of_interest', 'establishment']"
1256,ChIJCUp4ZlwvdTERrflihfbgp6E,Công Ty TNHH CÔNG NGHỆ VÀ ĐÀO TẠO AT,OPERATIONAL,"609/16 CMT8-P15-Q10, Thành phố Hồ Chí Minh, Vietnam",,0.0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
1259,ChIJG3Jlc3QvdTERiaEQ2OBeZEY,MÁY LỌC NƯỚC KANGAROO HYDROGEN - QUẬN 3,OPERATIONAL,"542 Đ. Cách Mạng Tháng 8, Phường 11, Quận 03, Thành phố Hồ Chí Minh, Vietnam",,5.0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
1263,ChIJby8ODigvdTERMrfrvl5GJpA,Cửa Hàng Shop & Go,OPERATIONAL,"256 Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,4.0,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
1278,ChIJve6mAc0udTER-WmucYwjkgY,ATM - Vietinbank,OPERATIONAL,"83 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,3.6,"['atm', 'finance', 'point_of_interest', 'establishment']"
1280,ChIJYZPh6CQvdTERswdRwfgMRok,Vietcombank ATM - PGD Nguyen Thi Minh Khai,OPERATIONAL,"76 Đ. Cách Mạng Tháng 8, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,1.7,"['atm', 'finance', 'point_of_interest', 'establishment']"
1281,ChIJG-llGSgvdTERbpIA5_BIe_w,ATM VPBANK,OPERATIONAL,"276C Đ. Cách Mạng Tháng 8, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,3.6,"['atm', 'finance', 'point_of_interest', 'establishment']"
1285,ChIJn84PHCgvdTERiZ-gQfcyn4s,Dongabank - Atm,OPERATIONAL,"185 Đ. Cách Mạng Tháng 8, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Vietnam",,3.0,"['atm', 'finance', 'point_of_interest', 'establishment']"
